02:19:48,0.6468
02:21:44,0.531416666667
02:23:40,1.0104
04:41:25,0.602
05:55:42,3.85383333333
05:57:50,0.156166666667
06:10:09,0.00383333333333
06:14:01,0.678933333333
06:15:57,0.8272
06:48:22,0.00221666666667
07:25:05,2.57986666667
07:27:01,0.661666666667
07:28:38,0.01505
07:28:57,2.992
07:29:13,0.4956
07:30:34,1.37375
07:32:30,4.023
07:40:54,1.42715
09:01:09,0.5346
09:46:03,0.1446
09:50:56,0.0211
09:52:52,1.97866666667
09:54:48,0.0567
09:56:44,6.27845
09:58:40,2.47915
10:00:36,1.01695
10:04:09,1.81908333333
10:06:05,0.0428833333333
10:10:45,0.3993
10:12:41,1.36023333333
10:38:40,0.00128333333333
11:07:34,0.09975
11:13:20,1.7152
11:31:09,0.0566
11:41:21,1.23071666667
11:43:17,0.39
12:54:29,0.59115
12:56:24,0.7623
12:58:20,1.2581
13:00:16,1.05525
13:16:14,0.0574
14:27:54,0.1911
16:24:05,34.7719833333
16:37:04,0.5346
16:54:00,0.5513
17:16:26,0.8745
17:28:13,0.0422333333333
17:30:09,0.0372666666667
17:32:05,0.631383333333
17:34:01,0.0109166666667
17:35:57,0.189933333333
17:37:53,0.375833333333
17:55:10,0.277016666667
17:57:06,1.39965
17:59:02,0.3502
18:00:58,0.0041
18:02:54,0.300833333333
18:37:54,10.0368
19:08:27,13.6459333333
19:17:01,1.071
19:57:19,51.6569166667
20:26:10,1.18695
21:48:45,0.496783333333
21:50:41,1.56825
