1547452800,1
1547452801,1
1547452802,1
1547452803,1
1547452804,1
1547452805,1
1547452806,1
1547452807,1
1547452808,1
1547452809,1
1547452810,1
1547452811,1
1547452812,1
1547452813,1
1547452814,1
1547452815,1
1547452816,1
1547452817,1
1547452818,1
1547452819,1
1547452820,1
1547452821,1
1547452822,1
1547452823,1
1547452824,1
1547452825,1
1547452826,1
1547452827,1
1547452828,1
1547452829,1
1547452830,1
1547452831,1
1547452832,1
1547452833,1
1547452834,1
1547452835,1
1547452836,1
1547452837,1
1547452838,1
1547452839,1
1547452840,1
1547452841,1
1547452842,1
1547452843,1
1547452844,1
1547452845,1
1547452846,1
1547452847,1
1547452848,1
1547452849,1
1547452850,1
1547452851,1
1547452852,1
1547452853,1
1547452854,1
1547452855,1
1547452856,1
1547452857,1
1547452858,1
1547452859,1
1547452860,1
1547452861,1
1547452862,1
1547452863,1
1547452864,1
1547452865,1
1547452866,1
1547452867,1
1547452868,1
1547452869,1
1547452870,1
1547452871,1
1547452872,1
1547452873,1
1547452874,1
1547452875,1
1547452876,1
1547452877,1
1547452878,1
1547452879,1
1547452880,1
1547452881,1
1547452882,1
1547452883,1
1547452884,1
1547452885,1
1547452886,1
1547452887,1
1547452888,1
1547452889,1
1547452890,1
1547452891,1
1547452892,1
1547452893,1
1547452894,1
1547452895,1
1547452896,1
1547452897,1
1547452898,1
1547452899,1
1547452900,1
1547452901,1
1547452902,1
1547452903,1
1547452904,1
1547452905,1
1547452906,1
1547452907,1
1547452908,1
1547452909,1
1547452910,1
1547452911,1
1547452912,1
1547452913,1
1547452914,1
1547452915,1
1547452916,1
1547452917,1
1547452918,1
1547452919,1
1547452920,1
1547452921,1
1547452922,1
1547452923,1
1547452924,1
1547452925,1
1547452926,1
1547452927,1
1547452928,1
1547452929,1
1547452930,1
1547452931,1
1547452932,1
1547452933,1
1547452934,1
1547452935,1
1547452936,1
1547452937,1
1547452938,1
1547452939,1
1547452940,1
1547452941,1
1547452942,1
1547452943,1
1547452944,1
1547452945,1
1547452946,1
1547452947,1
1547452948,1
1547452949,1
1547452950,1
1547452951,1
1547452952,1
1547452953,1
1547452954,1
1547452955,1
1547452956,1
1547452957,1
1547452958,1
1547452959,1
1547452960,1
1547452961,1
1547452962,1
1547452963,1
1547452964,1
1547452965,1
1547452966,1
1547452967,1
1547452968,1
1547452969,1
1547452970,1
1547452971,1
1547452972,1
1547452973,1
1547452974,1
1547452975,1
1547452976,1
1547452977,1
1547452978,1
1547452979,1
1547452980,1
1547452981,1
1547452982,1
1547452983,1
1547452984,1
1547452985,1
1547452986,1
1547452987,1
1547452988,1
1547452989,1
1547452990,1
1547452991,1
1547452992,1
1547452993,1
1547452994,1
1547452995,1
1547452996,1
1547452997,1
1547452998,1
1547452999,1
1547453000,1
1547453001,1
1547453002,1
1547453003,1
1547453004,1
1547453005,1
1547453006,1
1547453007,1
1547453008,1
1547453009,1
1547453010,1
1547453011,1
1547453012,1
1547453013,1
1547453014,1
1547453015,1
1547453016,1
1547453017,1
1547453018,1
1547453019,1
1547453020,1
1547453021,1
1547453022,1
1547453023,1
1547453024,1
1547453025,1
1547453026,1
1547453027,1
1547453028,1
1547453029,1
1547453030,1
1547453031,1
1547453032,1
1547453033,1
1547453034,1
1547453035,1
1547453036,1
1547453037,1
1547453038,1
1547453039,1
1547453040,1
1547453041,1
1547453042,1
1547453043,1
1547453044,1
1547453045,1
1547453046,1
1547453047,1
1547453048,1
1547453049,1
1547453050,1
1547453051,1
1547453052,1
1547453053,1
1547453054,1
1547453055,1
1547453056,1
1547453057,1
1547453058,1
1547453059,1
1547453060,1
1547453061,1
1547453062,1
1547453063,1
1547453064,1
1547453065,1
1547453066,1
1547453067,1
1547453068,1
1547453069,1
1547453070,1
1547453071,1
1547453072,1
1547453073,1
1547453074,1
1547453075,1
1547453076,1
1547453077,1
1547453078,1
1547453079,1
1547453080,1
1547453081,1
1547453082,1
1547453083,1
1547453084,1
1547453085,1
1547453086,1
1547453087,1
1547453088,1
1547453089,1
1547453090,1
1547453091,1
1547453092,1
1547453093,1
1547453094,1
1547453095,1
1547453096,1
1547453097,1
1547453098,1
1547453099,1
1547453100,1
1547453101,1
1547453102,1
1547453103,1
1547453104,1
1547453105,1
1547453106,1
1547453107,1
1547453108,1
1547453109,1
1547453110,1
1547453111,1
1547453112,1
1547453113,1
1547453114,1
1547453115,1
1547453116,1
1547453117,1
1547453118,1
1547453119,1
1547453120,1
1547453121,1
1547453122,1
1547453123,1
1547453124,1
1547453125,1
1547453126,1
1547453127,1
1547453128,1
1547453129,1
1547453130,1
1547453131,1
1547453132,1
1547453133,1
1547453134,1
1547453135,1
1547453136,1
1547453137,1
1547453138,1
1547453139,1
1547453140,1
1547453141,1
1547453142,1
1547453143,1
